Name,Навчається.очно,Навчається.дистанційно,Навчається.змішано,total,offline_percent,online_percent,hybrid_percent,color,ADMIN_1,ADMIN_2,COD_2_2
"Приватний заклад освіти ""Ліцей ""АПОГЕЙ""","59","8","0","67","88","12","0",змішано,Київ,Київ,UA80000000000093317
"Приватний загальноосвітній навчальний заклад ""Німецько-українська міжкультурна школа в м.Києві""","74","10","0","84","88","12","0",змішано,Київ,Київ,UA80000000000093317
спеціалізована школа №115 ім.І.Огієнка Солом'янського району м.Києва,"637","86","0","723","88","12","0",змішано,Київ,Київ,UA80000000000093317
Середня загальноосвітня школа № 223 Святошинського району м.Києва,"669","38","52","759","88","5","7",змішано,Київ,Київ,UA80000000000093317
Ліцей №144 імені Г.Ващенка,"697","84","4","785","89","11","1",змішано,Київ,Київ,UA80000000000093317
Спеціалізована школа №210 Оболонського району м.Києва,"623","77","0","700","89","11","0",змішано,Київ,Київ,UA80000000000093317
Спеціальна школа I-II ступенів №10 Дарницького району м. Києва,"333","41","0","374","89","11","0",змішано,Київ,Київ,UA80000000000093317
середня загальноосвітня школа №35 Святошинського району м. Києва,"1070","124","0","1194","90","10","0",змішано,Київ,Київ,UA80000000000093317
Спеціальна школа №9 м. Києва,"113","13","0","126","90","10","0",змішано,Київ,Київ,UA80000000000093317
Київська гімназія східних мов №1,"978","112","0","1090","90","10","0",змішано,Київ,Київ,UA80000000000093317
"ПРИВАТНИЙ ЗАКЛАД ""Українсько-американський міжнародний ліцей ""Меридіан"" Києва""","141","16","0","157","90","10","0",змішано,Київ,Київ,UA80000000000093317
Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням  англійської  та італійської мов № 130 імені Данте Аліг`єрі міста Києва,"1770","200","0","1970","90","10","0",змішано,Київ,Київ,UA80000000000093317
"ПРИВАТНИЙ ЗАКЛАД ""КИЇВСЬКА ГІМНАЗІЯ ""СПІЛЬНОШКОЛА""","173","6","13","192","90","3","7",змішано,Київ,Київ,UA80000000000093317
"Навчально-виховний комплекс ""Школа І ступеня - гімназія ""Потенціал""","1437","155","1","1593","90","10","0",змішано,Київ,Київ,UA80000000000093317
Середня загальноосвітня школа № 166 м.Києва,"623","46","21","690","90","7","3",змішано,Київ,Київ,UA80000000000093317
Школа І-ІІІ ступенів №266 Дарницького району м. Києва,"618","3","61","682","91","0","9",очно,Київ,Київ,UA80000000000093317
Спеціалізована школа І-ІІІ ступенів № 53 з поглибленим вивченням німецької мови Шевченківського району м.Києва,"244","25","0","269","91","9","0",очно,Київ,Київ,UA80000000000093317
Гімназія №178 м. Києва,"980","99","0","1079","91","9","0",очно,Київ,Київ,UA80000000000093317
Гімназія № 62 Дарницького району м.Києва,"769","77","0","846","91","9","0",очно,Київ,Київ,UA80000000000093317
"Приватний заклад освіти ""УОЛД СКУЛ""","20","2","0","22","91","9","0",очно,Київ,Київ,UA80000000000093317
Український гуманітарний ліцей Київського національного університету імені Тараса Шевченка,"246","24","0","270","91","9","0",очно,Київ,Київ,UA80000000000093317
Авіакосмічний ліцей ім.І.Сікорського НАУ м.Києва,"251","24","0","275","91","9","0",очно,Київ,Київ,UA80000000000093317
Печерська гімназія №75 Печерського району м.Києва,"452","43","0","495","91","9","0",очно,Київ,Київ,UA80000000000093317
"Товариство з обмеженою відповідальністю  ""Новопечерська школа - ліцей І-ІІІ рівнів ""","360","34","0","394","91","9","0",очно,Київ,Київ,UA80000000000093317
"Спеціалізована школа І-ІІІ ступенів №106 з поглибленим вивченням англійської мови Шевченківського району міста Києва
","344","32","0","376","91","9","0",очно,Київ,Київ,UA80000000000093317
Школа І-ІІІ ступенів №25 Шевченківського району міста Києва,"346","32","0","378","92","8","0",очно,Київ,Київ,UA80000000000093317
"Технічний ліцей Національного технічного університету України ""Київський політехнічний інститут"" м. Києва
","640","58","0","698","92","8","0",очно,Київ,Київ,UA80000000000093317
Школа І - ІІІ ступенів № 232 Оболонського району м. Києва,"368","33","0","401","92","8","0",очно,Київ,Київ,UA80000000000093317
школа I-III ступенів № 122 міста Києва,"863","77","0","940","92","8","0",очно,Київ,Київ,UA80000000000093317
"Товариство з обмеженою відповідальністю ""Юкрейніан глобал скул""","101","9","0","110","92","8","0",очно,Київ,Київ,UA80000000000093317
"Ліцей № 9 ""Гармонія"" Оболонського району м. Києва","1145","100","2","1247","92","8","0",очно,Київ,Київ,UA80000000000093317
Спеціалізована школа №64 м.Києва,"772","2","66","840","92","0","8",очно,Київ,Київ,UA80000000000093317
Школа І-ІІІ ступенів №217 Дарницького району міста Києва,"1098","96","0","1194","92","8","0",очно,Київ,Київ,UA80000000000093317
"Товариство з обмеженої відповідальністю ""Київський ліцей ""КІ СКУЛ""","149","13","0","162","92","8","0",очно,Київ,Київ,UA80000000000093317
Середня загальноосвітня школа І-ІІІ ступенів № 258 м. Києва,"1032","90","0","1122","92","8","0",очно,Київ,Київ,UA80000000000093317
"Товариство з обмеженою відповідальністю ""Київська приватна гімназія ""Академія школяра"" м. Києва","82","7","0","89","92","8","0",очно,Київ,Київ,UA80000000000093317
Український колеж ім.В.О.Сухомлинського (спеціалізована школа №272),"983","83","0","1066","92","8","0",очно,Київ,Київ,UA80000000000093317
"Комунальний заклад ""Навчально-виховний комплекс ""Спеціолізована школа І ступеня-Гімназія"" №143 Оболонського району м.Києва"" ","862","71","0","933","92","8","0",очно,Київ,Київ,UA80000000000093317
ліцей № 208 м.Києва,"644","49","2","695","93","7","0",очно,Київ,Київ,UA80000000000093317
Спеціалізована школа І ступеня № 327 м. Києва з поглибленим вивченням іноземних мов,"307","23","0","330","93","7","0",очно,Київ,Київ,UA80000000000093317
Навчально-реабілітаційний центр № 22 Оболонського району м. Києва,"201","15","0","216","93","7","0",очно,Київ,Київ,UA80000000000093317
